Q001,Q002,Q006,Q025,Q027,NU_NOTA_MT
D,D,E,A,A,475.4
G,G,L,B,B,698.4
F,E,C,B,D,415.9
C,C,B,A,A,541.5
E,E,C,A,B,444.3
B,B,B,B,A,483.1
F,F,J,B,D,602.9
E,E,F,B,B,506.5
E,E,D,B,A,547.3
F,F,G,B,A,660.2
E,E,D,B,D,572.6
E,F,H,B,A,692
F,G,J,B,B,640.6
E,E,B,B,A,485.1
B,E,B,B,A,598.6
G,G,L,B,D,731.5
E,D,G,B,A,415.4
C,B,D,B,A,469
D,E,B,B,D,439
E,F,K,B,E,661.9
E,G,E,A,A,554.1
B,B,G,B,A,512
E,F,E,B,B,481.9
F,E,B,B,B,478.8
E,F,G,B,D,594.2
F,G,G,B,A,573.3
C,F,C,B,A,421.2
D,E,I,B,A,709.3
C,E,H,B,A,454.9
E,E,C,B,A,627.5
B,D,E,B,D,551.4
C,E,D,B,A,439.6
B,G,B,B,A,457
F,F,O,B,D,727.1
C,E,F,B,B,454.5
E,F,L,B,E,626.1
G,E,G,B,D,720.8
E,E,H,B,A,510.7
F,G,K,B,D,716.7
E,F,O,B,D,822.5
D,F,F,B,D,756.9
F,G,L,B,D,640.1
E,D,B,A,A,639.7
G,F,Q,B,D,680.7
C,D,B,A,A,484.6
D,E,D,B,A,440
F,E,G,B,A,645.8
E,E,C,B,A,463.6
D,F,G,B,A,452.2
F,G,K,B,B,520
E,E,D,B,A,593.8
F,E,O,B,A,441.3
E,E,P,B,D,571.6
C,F,H,B,A,738
C,E,B,B,A,548.7
E,E,F,B,B,550
D,F,G,B,D,556.6
C,D,D,B,A,430.5
D,D,B,B,A,495.1
G,G,Q,B,D,801.9
B,D,E,B,A,464.3
F,F,O,B,D,725.2
B,E,C,B,A,489.7
D,F,I,B,B,576.5
D,E,H,B,A,433.3
D,F,C,B,A,624.5
E,E,O,B,D,517.9
E,F,E,B,E,538.2
G,G,H,B,D,467
B,E,B,B,B,730.7
C,C,G,B,A,440.9
E,C,E,B,B,642.4
E,E,H,B,B,577.4
F,G,L,B,B,717
G,F,K,B,B,519.1
G,G,G,B,D,803
E,F,N,B,D,609.7
E,D,E,B,A,568.5
G,G,Q,B,D,613.6
E,E,J,B,A,553.9
F,E,C,B,E,489.7
F,G,Q,B,D,673.2
E,B,C,B,A,389.9
F,E,E,B,D,571.4
B,D,G,B,A,546.3
E,E,D,B,D,568.8
E,E,C,B,A,535.6
B,B,C,B,A,422.1
E,F,E,B,D,503.8
E,A,H,A,A,541.6
E,B,G,B,A,484.6
B,E,F,A,A,491.8
E,E,B,B,A,460
E,E,H,B,A,559.3
D,E,H,B,A,664.2
D,E,B,A,A,473.1
E,E,G,B,A,472
D,E,D,B,A,657.5
E,D,C,B,A,501.8
G,G,O,B,D,498.8
D,C,D,B,A,524.9
E,E,N,B,D,691
E,E,C,B,D,458.4
B,D,E,B,D,744.3
F,E,P,B,D,608.1
E,E,G,B,E,593
E,G,G,B,A,509.5
G,G,N,B,D,760.1
D,D,E,A,A,506.2
F,F,P,B,D,669
C,E,B,A,A,545
F,D,C,B,C,504
E,E,D,B,A,703.4
D,E,E,B,A,502.3
E,E,H,B,A,576.6
E,E,I,B,A,484.3
C,B,G,A,A,428.3
D,D,C,B,A,532.1
C,D,B,A,A,438.7
B,D,G,B,A,408.4
G,G,L,B,D,839.2
A,C,B,A,A,443
D,E,D,B,A,470.1
E,F,J,B,A,569.6
E,D,E,B,A,617
E,E,J,B,A,421.4
B,B,E,A,A,586.7
E,G,P,B,D,627.5
D,E,C,B,A,512.6
E,E,C,B,A,591.7
E,E,G,B,A,407.5
G,E,B,B,B,426.5
E,F,L,B,E,659.1
F,D,J,B,C,521.6
G,G,Q,B,D,384.2
D,E,G,B,B,540.5
D,B,B,A,A,535
D,C,D,B,A,502.2
E,G,F,B,A,436.4
C,D,B,A,A,421.3
C,E,G,B,A,557.8
E,E,B,B,A,753
E,E,C,B,D,661.1
D,A,I,B,D,388.9
C,G,E,B,C,474.4
E,E,D,B,A,445.4
E,B,G,A,A,452.3
E,E,K,A,B,720.1
E,E,B,B,A,477.1
G,G,M,B,D,527.4
B,B,C,A,A,533.2
G,G,Q,B,D,558.4
D,G,N,B,B,578.7
G,G,P,B,B,754.7
F,G,F,B,E,774.9
C,E,D,B,A,531.5
E,F,C,B,E,548.9
E,E,G,B,B,714.7
G,F,P,B,D,652.4
E,D,E,B,A,498.6
E,E,C,A,A,587.2
E,E,J,B,D,618.2
C,E,E,B,A,486.2
D,D,D,B,A,682
C,C,C,B,A,462.5
A,B,D,B,A,466.1
E,E,D,B,A,514.4
B,B,C,B,A,474.4
F,E,G,B,A,525.6
E,F,K,B,D,784
E,E,J,B,B,545
D,C,D,B,B,549.5
E,E,M,B,E,897.7
E,E,G,B,A,416.5
C,E,C,B,A,545.3
F,F,K,B,D,637.7
C,E,F,B,A,463.8
E,E,E,B,E,467.1
F,E,K,B,B,495.7
C,D,C,B,A,604.8
E,E,H,B,D,616.2
C,E,K,B,D,739.3
C,D,C,B,A,521.8
C,D,D,B,A,577.3
F,E,G,B,B,512
C,C,C,A,A,394.7
F,F,L,B,D,790.3
B,E,C,B,A,419.9
E,E,C,B,A,463.6
E,E,C,A,A,561.4
C,E,B,A,A,538.6
F,G,P,B,D,445.2
C,C,D,B,A,520.4
C,E,G,B,A,387.1
D,E,C,B,A,514.5
G,F,F,B,A,449.5
B,B,C,A,A,414
E,E,H,B,D,619.6
C,B,E,B,A,473.5
D,D,C,B,A,439.2
E,D,E,B,A,412.2
F,F,G,B,B,596.8
G,G,N,B,D,655.1
D,D,C,A,A,422.8
E,E,D,B,A,501.9
B,E,C,A,A,491.5
E,D,I,B,C,567.4
C,E,C,B,B,519.4
E,E,E,B,A,467.7
E,C,F,B,A,651.7
F,E,C,B,A,594
E,E,L,B,D,421.7
A,B,C,B,A,430.2
E,E,D,B,A,488.2
C,C,B,B,A,520.6
B,C,B,A,A,526.3
E,E,C,B,A,498.5
D,D,B,B,A,532.5
E,E,J,B,D,708.1
D,D,C,B,A,447
B,E,G,B,A,705.4
F,E,Q,B,D,647.7
F,E,I,B,A,484
F,F,J,B,D,393.6
G,G,M,B,D,686.8
D,D,C,A,A,420.8
E,B,E,B,A,523.9
E,E,E,B,C,516.1
D,B,M,B,A,428.6
D,D,C,B,A,406
E,E,G,B,B,540.6
E,E,D,B,A,450.9
G,E,E,B,B,456.4
E,E,B,B,A,536.6
E,G,F,B,D,582.3
E,E,C,B,A,501.8
D,B,E,B,A,475.2
F,E,G,B,B,395.3
F,A,E,B,A,526.1
A,C,F,B,A,430.5
D,D,D,B,D,587.2
G,F,H,B,A,464.2
B,D,C,B,A,441.3
F,E,E,B,A,521.5
D,D,D,B,A,523.1
E,E,G,B,A,511.2
B,C,B,B,A,384.4
F,E,H,B,D,672.7
G,G,Q,B,D,783.8
E,E,C,B,D,448.7
G,G,I,B,D,779.9
F,F,J,B,D,757.5
E,D,D,B,A,467
C,E,B,A,A,398.1
E,E,B,B,A,524.6
E,E,G,B,D,662.4
E,E,H,B,A,480.8
D,E,D,A,A,608.1
B,D,C,A,A,486.7
E,F,C,B,C,557.8
F,E,H,B,B,632.3
E,E,I,B,A,714.3
E,E,E,B,A,493.9
B,B,H,B,A,509.3
G,E,O,B,D,647.8
D,E,C,A,A,469.1
B,E,H,B,A,594.3
F,E,H,B,B,477
D,D,C,B,A,488.9
E,E,F,B,A,566.9
E,E,D,B,A,550.3
E,E,F,B,D,470.2
D,A,C,B,A,437.8
E,E,D,B,A,492.4
D,C,J,B,B,628.9
B,B,B,B,A,562.4
F,F,P,B,D,664.1
D,C,I,B,A,509.1
E,D,I,B,D,692.5
E,E,C,B,A,574.9
C,D,C,A,A,499.2
E,D,C,B,A,417
G,G,D,B,A,459.8
B,E,B,B,A,484.2
D,D,B,B,A,449.1
C,F,H,B,A,495.4
E,E,D,B,D,434
F,E,D,B,A,495.3
F,E,I,B,A,521.4
A,B,E,B,A,475.3
D,E,N,B,B,633.3
D,C,B,A,A,398.5
C,B,C,A,A,426
B,B,D,B,A,463.7
E,F,D,B,A,518.3
F,F,M,B,D,699.1
G,G,E,B,D,488.3
D,E,E,B,A,408.8
E,C,B,B,A,594.2
B,C,B,B,A,497.8
C,C,E,B,A,646.2
G,E,P,B,A,582.4
E,E,C,B,A,494.6
E,E,J,B,B,625.4
E,E,E,B,B,559.6
C,E,E,B,A,511.3
C,C,G,B,A,451.9
F,D,D,B,A,547.8
F,E,I,B,D,637.8
D,D,E,B,A,590.1
C,E,B,B,A,523.4
F,F,J,B,D,672.1
E,E,E,B,A,396.6
B,E,B,B,A,387.7
E,C,G,B,A,437.9
E,E,B,A,B,523.9
E,D,B,A,C,616.1
F,G,I,B,B,574.1
E,F,K,B,A,461.8
B,B,B,B,A,529.7
D,B,I,B,D,552.3
E,D,F,A,A,540.7
D,E,I,B,D,545.6
B,B,C,B,A,548.8
D,D,H,B,D,471.1
E,D,B,A,A,700.1
D,D,C,A,A,507.6
D,B,C,B,A,456.6
B,A,C,B,A,490.7
C,D,K,B,A,634.4
E,D,I,B,A,450.4
E,D,F,B,A,587.1
E,E,D,B,A,604.5
E,D,B,B,A,392.1
G,F,I,A,B,675.7
E,E,F,A,A,673.5
E,F,H,B,A,519.3
E,E,E,B,B,671.1
E,E,J,B,D,596.7
B,E,E,B,C,514.3
E,E,F,B,A,526.2
E,E,D,B,A,548.2
D,E,I,B,D,593.5
E,E,C,B,A,555.8
E,D,B,B,A,497.6
D,E,C,B,A,572.9
E,E,E,A,A,476.6
B,D,E,B,B,471.5
E,F,Q,B,D,739.4
D,E,E,B,A,536.7
C,C,E,B,A,466.6
C,F,H,B,A,721.5
D,D,C,B,A,557.4
F,E,J,B,A,636.6
F,D,H,B,C,479
C,E,D,B,A,591.7
E,E,G,A,A,394.1
E,G,J,B,D,506.1
F,E,G,B,A,550.8
E,E,E,A,A,465.5
E,E,F,B,A,443.4
E,G,E,B,C,415.2
E,B,D,B,A,451
E,E,H,B,B,402.9
F,E,Q,B,D,696.6
G,F,I,B,D,424.1
E,E,H,B,A,516.3
D,D,D,B,A,558.6
D,E,Q,B,D,615.7
E,D,C,B,A,460.6
D,C,G,B,A,408.9
E,F,H,B,C,548
F,F,G,B,E,417.7
E,E,D,B,A,536.9
F,F,F,B,D,512.6
E,D,E,B,A,430.9
B,D,E,B,A,486
E,E,H,B,D,560
D,C,C,B,A,466.1
E,F,H,B,D,461
C,E,F,B,B,414.4
F,G,J,B,D,465.1
F,F,Q,B,D,724.2
G,G,M,B,D,634.4
B,C,C,B,A,444.9
E,G,G,B,D,423.9
D,B,C,B,A,456.3
C,C,E,B,A,514.2
E,E,E,B,A,481.8
E,E,F,B,A,538.4
E,E,G,B,A,424.2
E,E,C,B,B,439.2
A,B,B,B,A,540.2
E,F,E,B,A,444.6
E,B,E,B,D,492.2
F,F,M,B,E,535.6
E,E,H,B,A,589.3
F,G,G,B,E,564.7
D,C,G,B,A,425.5
B,C,B,A,A,476.2
B,C,C,B,A,397
D,D,E,B,A,630.6
E,E,D,B,A,418.6
B,C,E,B,A,544.2
E,E,G,A,A,470.7
D,G,G,B,B,459.2
D,E,F,B,A,641.3
E,E,D,B,A,691.9
F,F,L,B,D,701
E,E,D,A,A,452.3
E,F,F,B,A,449.9
F,F,C,B,B,478.8
F,G,H,B,B,509.6
B,D,C,B,A,546.5
E,E,H,B,A,627.3
B,B,D,B,A,578.6
C,F,F,B,B,451.2
B,D,I,B,A,426.3
B,E,B,B,A,490.6
G,G,J,B,D,711.1
D,E,G,B,A,479.7
B,D,C,B,A,520.8
B,D,K,B,B,644.9
E,E,E,B,A,642.9
E,E,E,B,A,453.5
E,E,E,B,A,498.2
A,B,B,A,A,610.3
C,B,C,B,A,508.7
G,D,C,B,A,572.5
B,C,C,B,A,504.8
E,F,E,B,D,540.8
E,F,H,B,B,429.5
G,F,Q,B,D,839.4
E,F,D,B,A,569.1
E,E,F,B,A,642.7
D,E,G,B,A,564.4
C,B,C,B,A,481.6
E,E,F,B,A,647.8
E,F,B,A,A,582.3
E,E,G,B,A,538.8
E,F,H,B,A,666.3
F,F,Q,B,D,771.4
B,C,B,A,A,417.2
D,E,C,B,A,558.2
D,F,E,B,B,735
G,F,P,B,D,674.4
G,G,D,B,B,592.4
E,E,J,B,B,582.2
E,G,Q,B,B,771.8
D,D,C,B,A,485.2
D,E,B,B,A,426.6
G,G,P,B,D,747
D,E,E,B,D,658.8
D,D,D,B,A,502.1
F,F,Q,B,D,549.5
F,F,J,B,D,626.6
F,F,J,B,B,424.9
E,E,B,B,A,625.2
B,E,C,B,A,372
C,C,C,B,A,400
E,E,H,B,E,535.3
E,E,H,B,B,470.5
D,D,F,B,A,437.8
E,E,D,B,A,597.2
E,E,E,B,A,615.3
G,F,E,B,B,586.5
G,E,F,A,A,702.1
B,E,E,B,A,540.3
F,E,C,B,D,575.4
F,F,N,B,D,507.9
D,D,B,B,A,455.1
B,D,B,B,A,504.8
F,E,E,B,A,561.4
E,F,C,B,A,565.6
F,E,F,B,B,541.7
B,B,C,B,A,514.5
E,G,L,B,C,620.4
E,E,C,B,A,508.4
G,E,C,B,D,520.1
E,E,J,B,A,592.1
F,F,J,B,D,641.3
C,D,E,B,D,748.2
C,E,E,B,A,449
F,G,G,B,B,605.3
E,E,M,B,D,439.3
D,D,F,B,A,615
E,D,B,A,A,407.1
C,E,C,B,A,471.2
E,E,G,B,B,460
D,E,J,B,B,483.2
E,F,D,B,A,461.1
B,G,I,B,D,396
D,F,E,B,B,574.2
E,E,K,B,D,502
E,E,B,B,B,453.5
F,E,D,A,B,490.1
C,D,C,B,A,420.9
C,D,F,B,A,455.5
E,E,D,B,A,443.5
E,E,C,B,A,439.5
C,C,C,B,A,453.4
C,D,G,A,A,552.4
E,E,B,B,B,525.9
E,D,C,B,A,621.6
E,E,F,B,D,655.4
D,E,E,B,A,688.1
E,E,B,B,A,528.9
G,F,K,B,E,606
E,E,H,B,A,621.4
D,E,G,B,A,533.5
E,B,B,A,A,427.8
E,F,G,B,C,502.6
E,D,K,B,D,675.1
B,A,E,B,A,563.4
E,E,E,B,A,407
B,E,C,B,A,500.5
B,D,E,B,A,593.1
C,D,G,A,A,446.3
C,E,C,B,A,602.1
E,E,C,A,A,493.8
E,E,D,B,A,446.9
G,G,Q,B,D,708.3
C,E,H,B,A,483.3
D,E,H,B,A,455
E,F,G,B,A,604.1
B,E,I,B,A,514
E,E,B,A,A,452.4
E,F,J,B,B,457.8
D,E,G,B,B,523.3
E,E,F,B,C,481.8
E,E,C,B,A,541.6
C,D,C,B,A,575.6
C,D,D,A,A,440.3
B,E,C,B,A,473.5
B,E,D,B,A,451.2
E,D,I,B,B,526.6
E,F,H,B,E,644
E,F,F,B,A,691
E,F,H,B,D,739.8
B,B,C,B,A,437.8
B,B,C,B,A,544.8
C,C,D,B,B,492.1
E,D,B,B,A,564.1
B,B,C,A,A,444.9
E,F,H,B,D,679.1
E,E,G,B,B,508.8
C,C,E,B,A,464.2
E,B,D,B,A,523
E,E,G,B,B,446.7
F,D,K,B,D,447
E,F,I,B,D,568.5
C,B,D,B,A,487.7
F,F,M,B,D,493.2
G,B,N,B,B,461.3
E,E,E,B,A,576.2
F,B,C,B,B,488.8
E,E,C,B,A,540
C,D,C,B,A,569.6
E,E,C,B,A,431.6
D,E,E,B,A,438.5
C,B,C,B,A,420.6
E,D,B,B,A,524.8
D,E,C,B,A,586.2
E,D,D,B,A,426.3
C,C,B,A,A,531.5
B,B,D,B,A,531.1
E,E,E,B,A,554
E,E,G,B,A,414.6
E,E,G,B,A,647.8
F,G,K,B,D,572.3
B,E,C,B,A,588.6
B,B,F,B,A,533.9
F,F,L,B,D,615.3
E,E,C,B,A,452.1
E,E,F,B,D,678.4
A,A,B,A,A,409.8
E,E,C,A,A,412.3
D,C,D,B,A,503.2
F,F,I,B,B,716.2
E,E,J,B,A,456.9
E,F,O,B,D,438.2
E,E,G,B,A,490.4
D,D,B,B,A,438.2
G,C,N,B,B,478.6
B,C,C,A,A,485.6
E,E,I,B,A,543
C,C,C,B,A,558.1
D,G,G,B,D,480.2
E,E,H,B,A,510.7
E,F,D,B,A,485.6
B,F,E,B,B,608.1
E,D,H,B,A,406.2
C,D,E,B,A,540.3
D,E,G,B,A,592.5
E,E,D,A,A,539.2
C,E,F,B,A,410.9
C,E,E,B,A,439.9
G,F,C,B,A,620.4
E,D,I,B,D,516.1
C,E,C,B,A,526.1
D,D,B,B,A,531.9
D,E,E,B,A,728.6
C,D,E,B,D,498.5
C,D,E,B,C,507
E,E,G,B,B,607
F,F,I,B,A,625.8
C,E,D,B,A,392.4
E,F,B,A,A,436.2
E,D,G,B,A,534.9
F,F,I,B,A,382.2
C,F,G,B,D,738
E,E,C,A,B,558.4
B,F,C,B,A,515.2
F,F,L,B,D,435
E,D,B,B,A,498.3
E,E,G,B,A,650.3
F,F,G,B,D,764.1
D,E,F,B,A,594.4
F,G,H,B,D,597.1
E,E,C,B,A,637.4
D,E,H,B,A,496
E,B,B,B,A,466.2
E,D,L,B,D,735.4
B,C,D,B,A,552.4
E,E,E,B,A,422.9
E,F,E,A,D,396.1
E,D,C,A,A,445.7
E,F,Q,B,D,794.7
E,E,C,B,A,522.6
B,C,C,B,A,562.1
F,E,J,B,C,710.8
E,E,F,B,D,556.4
E,E,C,B,A,497.4
E,F,D,B,D,469.9
F,F,K,B,D,572.6
C,E,G,B,B,617.3
B,C,C,B,A,375.6
B,B,E,B,A,608.6
E,F,B,B,D,428.5
D,E,H,B,A,579
E,C,I,B,B,696.9
D,D,C,B,A,664.3
D,B,G,B,A,568.9
B,E,G,B,A,446.7
C,F,E,A,A,525.4
G,F,J,B,D,568.3
D,C,F,B,A,470.5
C,E,G,B,A,428
D,E,F,B,D,688.8
B,B,D,B,A,485.2
E,E,H,B,D,435.7
F,F,J,B,D,429.6
D,D,F,B,A,391
C,A,C,B,A,604.6
C,C,C,B,A,480.3
F,E,G,B,B,630.3
B,E,C,B,A,536.9
A,C,F,B,A,484.6
B,E,E,B,A,404.2
E,F,H,B,A,497.3
E,F,L,B,A,642.5
D,C,F,B,A,609.8
C,E,C,B,A,508.9
E,E,F,B,A,595.7
F,F,L,B,C,593.9
A,C,B,B,A,436.3
E,G,I,B,A,551.7
G,G,M,B,D,586
G,F,H,B,E,553.2
D,D,N,B,D,499
E,E,G,B,A,449.3
E,F,I,B,D,544.7
E,C,G,B,A,431.6
D,D,D,B,A,564.4
D,D,B,A,A,409.6
E,E,E,B,A,445.7
F,F,I,B,E,683.8
B,C,B,B,A,464.4
E,F,B,A,C,469
E,E,C,B,A,469.3
C,E,H,B,A,477.4
E,E,N,B,D,568.1
E,E,H,B,B,576.1
E,D,C,B,A,590.5
C,E,D,B,B,516
E,F,G,B,B,506.1
E,G,E,B,D,634.3
E,E,H,B,B,461.6
C,D,B,B,A,591.8
D,E,C,B,A,578.8
E,B,F,B,A,598.3
D,E,E,B,C,492.8
D,E,C,A,A,535.8
B,E,E,B,A,520.2
C,D,C,B,A,519.9
C,E,C,B,A,500.4
C,D,E,B,A,572.9
E,E,M,B,D,541.2
A,B,C,B,D,542.5
E,E,E,B,A,405
G,F,J,B,D,653.5
E,F,G,B,A,576.8
E,D,C,B,A,481.8
C,D,G,B,A,707.9
E,D,D,B,A,502.4
B,B,C,B,A,413.2
D,D,C,B,A,518.6
F,F,I,B,B,488.9
B,D,E,B,A,519.1
D,C,H,B,A,509
C,B,C,A,A,419
B,E,D,B,A,501.2
B,B,B,B,A,582.8
F,F,O,B,D,719.9
E,E,E,B,B,540.5
E,D,C,B,A,511.7
E,E,C,B,A,423.3
B,C,C,B,A,577.8
F,F,F,B,D,696.7
G,E,H,B,D,668.2
D,E,D,B,A,487.7
C,F,C,B,A,518.7
E,F,P,B,B,703.9
E,E,F,B,A,681.5
E,E,C,B,A,551.3
F,D,Q,B,D,755.5
B,E,C,B,A,628.7
E,E,H,B,B,532.4
C,E,I,B,A,642.2
E,F,F,B,A,472.2
G,G,Q,B,D,792.4
G,G,O,B,D,724.1
B,B,E,B,A,517.2
C,C,C,A,A,410.6
F,E,F,B,B,484.1
D,F,G,B,A,566.4
E,F,F,B,B,442.4
E,E,G,B,A,456.5
D,D,H,B,A,515.4
E,E,G,B,B,570
G,F,Q,B,D,734.6
D,F,E,B,A,592.6
B,B,C,A,A,436.2
E,F,J,B,E,644.2
C,B,D,B,A,518.4
B,F,E,B,A,465.7
E,F,I,B,D,538.1
F,F,J,B,E,503.8
G,G,N,B,B,487.4
C,F,E,A,B,482.6
C,E,B,B,D,575.8
E,E,C,B,A,502.9
E,D,G,B,A,667.9
B,D,E,B,D,525.8
C,D,D,B,A,507.2
E,E,D,B,A,515.6
E,F,D,B,A,726
G,D,J,B,B,670.6
C,C,C,B,A,549.8
E,D,C,B,E,543
E,D,D,B,A,510.7
E,G,H,B,B,401.5
B,E,E,B,A,636.6
E,G,C,B,B,593.6
C,B,C,A,A,620.7
E,E,G,B,A,557.1
D,D,G,B,A,535.9
E,E,P,B,D,698.9
D,E,F,B,A,573.9
D,E,G,B,B,445.5
E,E,C,B,B,596.6
A,B,C,B,A,588.6
F,F,M,B,D,509.4
F,E,P,B,D,574.7
D,F,E,B,C,510.3
B,G,J,A,A,444.9
C,E,B,B,A,534.5
E,E,E,B,A,570.2
F,F,N,B,B,639.1
E,E,G,B,A,487.1
E,E,H,B,A,508.8
C,E,E,A,A,401.7
F,E,Q,B,D,668.2
D,E,E,A,A,519.4
B,C,C,A,A,401.2
C,E,E,B,A,435.2
F,E,Q,B,D,600.9
D,D,D,B,A,567.4
E,A,C,A,A,638.6
G,B,D,B,A,482.9
C,E,D,B,A,556.2
F,F,H,B,D,505.6
E,G,H,B,A,515.2
E,D,D,B,A,537.7
E,F,F,B,A,659.2
F,F,M,B,D,725.1
D,E,F,B,A,529.6
D,D,I,B,A,545.8
E,F,N,B,D,445.9
B,D,C,A,A,379
B,E,F,B,A,724.8
G,E,Q,B,D,695.8
D,D,B,B,A,506.6
B,B,B,A,A,665.3
B,C,H,B,A,481.9
E,E,Q,A,D,540
E,G,E,B,D,704.7
C,E,E,A,A,466.1
B,C,B,A,A,395.4
G,G,G,B,D,645.6
C,C,C,B,A,423.5
G,D,C,B,A,608.2
E,E,G,B,B,530.6
C,A,C,A,A,424.2
B,D,C,B,A,457.8
F,F,Q,B,D,504.7
E,E,N,B,D,683.5
E,F,H,B,D,712.5
E,D,E,B,B,460
C,F,G,B,A,379.4
E,E,J,B,D,605.7
E,C,G,B,A,487.7
D,B,B,B,A,490
D,F,H,B,B,672
B,E,B,A,A,411.9
C,D,C,B,A,477.2
D,E,H,B,A,443.6
E,E,I,B,D,617.1
E,E,G,B,D,598.8
E,C,I,B,B,515
C,C,G,B,A,507
D,D,C,B,A,394.4
E,D,C,B,A,524.1
G,G,Q,B,D,698.9
B,E,B,B,A,475.7
E,E,E,B,A,655.8
E,C,D,B,A,381.4
E,B,F,B,B,474.4
C,E,E,B,A,732.5
E,E,C,A,A,652.4
D,C,E,A,A,570
E,D,H,B,D,631.1
E,E,H,B,B,409
D,D,B,B,A,586.9
E,E,F,B,A,562.1
C,F,D,B,A,647.9
C,E,D,B,A,530.6
B,D,B,A,A,626
E,D,C,B,A,441.8
D,D,E,B,A,430.8
E,E,F,B,A,522.3
G,F,N,B,D,728.5
D,E,C,B,A,520.7
E,B,E,B,A,499.2
F,E,D,B,A,535.8
E,E,B,A,A,497
E,E,E,B,A,496.7
C,F,E,B,D,504.2
D,E,G,B,A,553.6
B,D,E,B,C,687.4
F,F,Q,B,D,823.7
D,E,J,B,A,683.6
C,E,M,B,D,435.5
E,E,C,B,A,496
B,E,E,B,A,658.9
E,E,F,B,A,524.9
F,E,L,B,B,535.8
E,E,C,B,A,555
F,E,D,B,A,517.4
C,D,I,B,A,490.2
F,D,E,B,C,576.4
E,F,D,B,E,554.6
F,E,E,A,B,548.4
E,F,J,B,B,474.7
E,F,L,B,D,490.2
D,D,E,B,A,455
D,E,C,B,A,456.1
A,A,C,B,B,396.6
D,F,M,B,D,693.2
B,C,D,B,A,537.4
F,F,L,B,D,722.5
E,E,G,B,A,625.2
E,E,G,B,A,453.8
E,G,L,B,D,645
F,G,I,B,D,562.3
G,G,H,B,A,609.3
E,G,M,B,D,625.1
E,E,E,B,A,435
C,C,C,B,A,377.2
C,F,C,B,A,662.7
E,C,E,B,A,675.6
D,E,E,B,A,570.8
B,D,H,B,A,580.1
E,D,C,B,A,524.1
G,G,N,B,D,458.2
C,F,E,B,A,487.3
D,C,E,B,A,551.1
C,E,C,B,C,603.4
D,C,F,B,A,632.7
D,B,C,B,A,452.8
C,D,E,B,A,390.1
D,E,C,B,A,597.5
D,E,F,B,A,557.8
C,E,C,B,A,448.4
B,D,E,B,A,563.8
E,E,B,A,A,562.1
C,C,C,B,A,550.4
A,B,D,A,A,457.3
G,G,I,B,D,700.4
B,C,D,B,A,587.4
E,C,E,B,A,468.7
F,F,Q,B,D,498.2
C,C,E,B,A,581.6
E,D,H,B,A,449.3
E,E,C,B,A,517.1
C,C,D,B,A,569.8
D,C,D,B,A,427.7
F,F,L,B,D,735.7
C,B,C,B,A,600.4
C,E,H,A,A,626.2
E,E,F,B,A,542.5
B,A,F,B,C,721.6
E,E,F,B,A,595.5
E,G,M,B,D,486.9
E,B,E,B,A,428.9
E,D,D,B,E,627.5
E,E,C,B,A,556.1
D,E,D,B,C,561.9
B,D,D,B,A,518.5
F,E,E,B,B,664.7
E,E,B,B,A,602.6
F,G,N,B,D,704
D,D,I,B,D,463.3
B,E,C,B,A,408.8
E,E,B,A,A,528.9
B,B,B,B,A,436.1
E,D,C,B,A,513.9
E,F,F,B,B,525
B,C,G,B,A,540.6
E,E,F,B,A,494
D,E,B,A,A,430.6
C,F,H,B,A,426.4
E,B,C,B,A,469
D,B,B,B,A,505.4
E,C,I,B,A,540.6
E,E,D,B,A,434.2
E,D,B,A,A,437.3
G,E,E,B,A,435.5
B,E,B,B,A,465.3
C,E,B,A,A,547.2
B,E,G,B,A,727
B,E,C,A,A,547.6
E,E,K,B,B,489.9
F,E,Q,B,D,596.6
E,E,E,B,A,581.9
E,D,F,B,A,669.8
E,D,E,B,B,448.1
E,E,F,B,D,717
F,D,C,B,E,654.1
D,D,I,B,A,535.7
C,E,C,B,A,583.3
F,D,C,B,A,698.5
E,F,G,B,D,700.5
B,B,C,B,A,492.9
G,F,O,B,D,729
E,D,Q,B,D,701.7
F,E,I,B,B,448.9
F,E,I,B,E,748.8
A,C,D,B,A,553.8
E,E,G,B,A,528
G,F,I,B,E,638.9
E,E,D,B,B,593.4
E,E,D,B,A,562.2
F,F,L,B,D,444
B,E,C,B,A,387.8
E,F,F,A,D,492.9
D,F,G,B,A,547.1
C,C,D,B,A,679.5
B,E,C,B,A,443
E,G,L,B,D,658.8
E,E,C,B,A,479.6
B,C,B,B,A,507.8
E,B,C,B,A,384.3
F,D,C,B,A,387.3
D,D,D,B,D,641.3
B,C,B,B,A,655.2
E,E,H,B,C,447.2
E,E,E,B,A,454.2
B,C,B,B,A,481.4
E,F,J,B,A,637.5
E,F,D,B,A,626.6
C,C,E,B,A,530.4
D,E,C,A,A,399.2
E,E,E,B,A,549.1
C,E,F,B,A,417.6
B,D,C,B,A,428.7
C,E,D,B,B,529.2
C,E,C,B,A,406.9
F,E,M,B,E,536.2
B,C,G,B,A,638.2
B,B,C,A,A,485.4
G,F,O,B,D,582.8
B,B,C,B,A,674.1
D,C,D,B,A,558.5
F,F,L,B,B,533.7
F,E,Q,B,D,676.8
B,E,C,B,A,726
D,D,I,B,B,719
D,C,G,B,A,382.8
E,E,C,B,B,700.4
B,B,I,B,A,580.6
